recipient_length,theme_length,length_difference,recipient_pronoun,theme_pronoun,score,is_balanced,verb_lemma
3,1,1.0986122886681098,-0.5,-0.5,-1.326952457,-0.5,give
2,8,-1.3862943611198906,-0.5,-0.5,0.0628426075,-0.5,offer
2,2,0.0,-0.5,-0.5,-0.281714201,-0.5,bring
1,1,0.0,-0.5,-0.5,0.2330060005,-0.5,take
1,7,-1.9459101490553135,-0.5,-0.5,-0.3778281212,-0.5,give
1,2,-0.6931471805599453,-0.5,-0.5,-0.2407422066,-0.5,give
1,3,-1.0986122886681098,-0.5,-0.5,0.08162236214,-0.5,give
3,1,1.0986122886681098,-0.5,-0.5,-0.6100974083,-0.5,give
1,2,-0.6931471805599453,0.5,-0.5,-0.8440237045288086,-0.5,arrange
1,1,0.0,0.5,0.5,-0.2479307651519775,-0.5,give
1,1,0.0,0.5,0.5,-0.983144760131836,-0.5,arrange
1,1,0.0,0.5,0.5,-0.3653082847595215,-0.5,give
1,1,0.0,0.5,0.5,-0.3588016033172607,-0.5,give
1,1,0.0,0.5,0.5,-1.8635728359222408,-0.5,give
1,3,-1.0986122886681098,0.5,-0.5,-0.3292644023895263,-0.5,get
1,1,0.0,0.5,0.5,-1.058347225189209,-0.5,give
1,1,0.0,0.5,0.5,-0.2265148162841797,-0.5,bake
1,1,0.0,0.5,0.5,-0.6598873138427734,-0.5,pay
1,1,0.0,0.5,0.5,-0.9291179180145264,-0.5,owe
1,1,0.0,0.5,0.5,-0.915839433670044,-0.5,write
1,1,0.0,0.5,0.5,-1.4006810188293457,-0.5,give
1,1,0.0,0.5,0.5,-0.925369143486023,-0.5,leave
1,2,-0.6931471805599453,0.5,-0.5,-1.0190114974975586,-0.5,order
1,1,0.0,0.5,0.5,-0.7259793281555176,-0.5,read
1,1,0.0,0.5,0.5,-0.9532930850982666,-0.5,give
1,6,-1.791759469228055,0.5,-0.5,-0.1237106323242187,-0.5,bring
1,1,0.0,0.5,-0.5,-0.6165943145751953,-0.5,buy
1,1,0.0,0.5,0.5,-0.3677809238433838,-0.5,give
1,1,0.0,0.5,-0.5,-0.2414150238037109,-0.5,grant
1,2,-0.6931471805599453,0.5,-0.5,-0.2763681411743164,-0.5,read
1,2,-0.6931471805599453,0.5,-0.5,-0.5388493537902832,-0.5,leave
1,3,-1.0986122886681098,0.5,-0.5,-0.3435750007629394,-0.5,build
1,1,0.0,0.5,0.5,-0.23026704788208,-0.5,give
1,1,0.0,0.5,0.5,-0.6035470962524414,-0.5,mail
1,2,-0.6931471805599453,0.5,-0.5,-0.1107058525085449,-0.5,pass
1,1,0.0,0.5,0.5,-0.7465353012084961,-0.5,give
1,1,0.0,0.5,0.5,-1.6302495002746582,-0.5,hand
1,1,0.0,0.5,0.5,-0.3488163948059082,-0.5,give
1,1,0.0,0.5,0.5,-0.2122037410736084,-0.5,give
1,2,-0.6931471805599453,0.5,-0.5,-0.0941331386566162,-0.5,bring
1,2,-0.6931471805599453,0.5,-0.5,-0.1366887092590332,-0.5,light
1,1,0.0,0.5,0.5,-0.137331485748291,-0.5,send
1,1,0.0,0.5,0.5,-1.2357347011566162,-0.5,leave
1,1,0.0,0.5,0.5,-1.5667791366577148,-0.5,fix
1,1,0.0,0.5,0.5,-0.4172353744506836,-0.5,give
1,1,0.0,0.5,0.5,-1.0052919387817385,-0.5,give
1,1,0.0,0.5,-0.5,-0.5361573696136475,-0.5,make
1,1,0.0,0.5,0.5,-1.2570266723632812,-0.5,drive
1,1,0.0,0.5,0.5,-1.5126285552978516,-0.5,owe
1,1,0.0,0.5,0.5,-0.3182919025421142,-0.5,give
1,1,0.0,0.5,0.5,-0.4822967052459717,-0.5,buy
1,1,0.0,0.5,0.5,-2.944633960723877,-0.5,leave
1,1,0.0,0.5,0.5,-1.9672975540161133,-0.5,sell
1,1,0.0,0.5,0.5,-1.0321249961853027,-0.5,give
1,1,0.0,0.5,-0.5,-1.1697354316711426,-0.5,pay
1,4,-1.3862943611198906,0.5,-0.5,-0.1352133750915527,-0.5,bring
1,1,0.0,0.5,0.5,-1.5480279922485352,-0.5,keep
1,1,0.0,0.5,0.5,-2.806131362915039,-0.5,leave
1,1,0.0,0.5,0.5,0.2054963111877441,-0.5,show
1,2,-0.6931471805599453,0.5,-0.5,-0.8488969802856445,-0.5,prepare
1,2,-0.6931471805599453,0.5,-0.5,-0.0808219909667968,-0.5,take
1,1,0.0,0.5,0.5,-1.1012625694274902,-0.5,bring
1,2,-0.6931471805599453,0.5,-0.5,-0.3248004913330078,-0.5,pay
1,3,-1.0986122886681098,0.5,-0.5,0.0933065414428711,-0.5,give
1,1,0.0,0.5,0.5,-1.4465093612670898,-0.5,give
1,1,0.0,0.5,0.5,-0.3883774280548095,-0.5,sell
1,1,0.0,0.5,0.5,-1.0310142040252686,-0.5,give
1,1,0.0,0.5,0.5,-0.5571732521057129,-0.5,win
1,3,-1.0986122886681098,0.5,-0.5,-0.5169048309326172,-0.5,prepare
1,1,0.0,0.5,0.5,-0.1562750339508056,-0.5,bring
1,1,0.0,0.5,0.5,-0.4297780990600586,-0.5,bring
1,1,0.0,0.5,0.5,-0.8351316452026367,-0.5,give
1,1,0.0,0.5,0.5,-0.904111385345459,-0.5,give
1,2,-0.6931471805599453,0.5,-0.5,-0.2792699337005615,-0.5,sing
1,1,0.0,0.5,0.5,-0.2718179225921631,-0.5,show
1,1,0.0,0.5,0.5,-0.6050088405609131,-0.5,cut
1,1,0.0,0.5,0.5,-0.3718597888946533,-0.5,give
1,2,-0.6931471805599453,0.5,-0.5,0.0336818695068359,-0.5,give
1,3,-1.0986122886681098,0.5,-0.5,-0.489175796508789,-0.5,render
1,1,0.0,0.5,0.5,-1.7083837985992432,-0.5,bring
1,1,0.0,0.5,0.5,-0.2029309272766113,-0.5,send
1,2,-0.6931471805599453,0.5,-0.5,-0.3128182888031006,-0.5,leave
1,1,0.0,0.5,0.5,-0.4738156795501709,-0.5,give
1,1,0.0,0.5,0.5,-0.414841890335083,-0.5,bring
1,1,0.0,0.5,0.5,-0.7059452533721924,-0.5,give
1,1,0.0,0.5,0.5,-1.340451717376709,-0.5,give
1,2,-0.6931471805599453,0.5,-0.5,-0.8236575126647949,-0.5,sing
1,1,0.0,0.5,0.5,-0.3617634773254394,-0.5,send
1,1,0.0,0.5,0.5,-2.621866703033448,-0.5,leave
1,2,-0.6931471805599453,0.5,-0.5,-0.5982434749603271,-0.5,make
1,1,0.0,0.5,0.5,-2.199862003326416,-0.5,sell
1,1,0.0,0.5,0.5,-1.010620355606079,-0.5,give
1,1,0.0,0.5,0.5,-0.7684240341186523,-0.5,give
1,1,0.0,0.5,0.5,-0.2670269012451172,-0.5,read
1,1,0.0,0.5,-0.5,-0.3639044761657715,-0.5,owe
1,1,0.0,0.5,0.5,-0.4521520137786865,-0.5,hand
1,2,-0.6931471805599453,0.5,-0.5,-0.1051852703094482,-0.5,send
1,1,0.0,0.5,0.5,-1.4960424900054932,-0.5,leave
1,1,0.0,0.5,0.5,-0.927321195602417,-0.5,give
1,2,-0.6931471805599453,0.5,-0.5,0.0756404399871826,-0.5,give
1,1,0.0,0.5,0.5,-0.4112043380737304,-0.5,give
1,1,0.0,0.5,0.5,-0.5445950031280518,-0.5,keep
1,1,0.0,0.5,0.5,-0.6446678638458252,-0.5,bring
1,2,-0.6931471805599453,0.5,-0.5,-0.416440486907959,-0.5,cook
1,1,0.0,0.5,0.5,-1.0737369060516355,-0.5,get
1,1,0.0,0.5,0.5,-1.147572040557861,-0.5,pass
1,3,-1.0986122886681098,0.5,-0.5,-0.3383259773254394,-0.5,build
1,2,-0.6931471805599453,0.5,-0.5,-0.0613715648651123,-0.5,bring
1,1,0.0,0.5,-0.5,-0.7918143272399902,-0.5,pay
1,1,0.0,0.5,0.5,-0.7218499183654785,-0.5,give
1,1,0.0,0.5,0.5,-0.5847578048706055,-0.5,give
1,1,0.0,0.5,-0.5,-0.5576319694519043,-0.5,reserve
1,1,0.0,0.5,-0.5,0.140754222869873,-0.5,bring
1,1,0.0,0.5,0.5,-0.2343401908874511,-0.5,buy
1,1,0.0,0.5,0.5,-1.1366612911224363,-0.5,give
1,1,0.0,0.5,0.5,-0.0926973819732666,-0.5,save
1,1,0.0,0.5,0.5,-0.4939813613891601,-0.5,leave
1,1,0.0,0.5,0.5,-0.2801918983459472,-0.5,give
1,1,0.0,0.5,0.5,-0.3146562576293945,-0.5,give
1,1,0.0,0.5,0.5,-0.2850427627563476,-0.5,give
1,3,-1.0986122886681098,0.5,-0.5,-0.4935872554779053,-0.5,keep
1,2,-0.6931471805599453,0.5,-0.5,-0.2105870246887207,-0.5,sell
1,1,0.0,0.5,0.5,-0.7004327774047852,-0.5,give
1,1,0.0,0.5,0.5,-0.6980817317962646,-0.5,give
1,1,0.0,0.5,0.5,-1.029294490814209,-0.5,give
1,1,0.0,0.5,0.5,-1.2557225227355957,-0.5,show
1,2,-0.6931471805599453,0.5,-0.5,-0.2366681098937988,-0.5,give
1,1,0.0,0.5,0.5,-1.3698570728302002,-0.5,give
1,2,-0.6931471805599453,0.5,-0.5,-0.1676461696624755,-0.5,sing
1,1,0.0,0.5,-0.5,0.0144739151000976,-0.5,make
1,1,0.0,0.5,0.5,-1.2220854759216309,-0.5,give
1,1,0.0,0.5,0.5,-0.5174057483673096,-0.5,bring
1,1,0.0,0.5,0.5,-0.4204187393188476,-0.5,give
1,2,-0.6931471805599453,0.5,-0.5,-0.8681402206420898,-0.5,show
1,1,0.0,0.5,0.5,-0.3036243915557861,-0.5,give
1,1,0.0,0.5,0.5,-0.3414473533630371,-0.5,give
1,1,0.0,0.5,0.5,-0.5736832618713379,-0.5,give
1,2,-0.6931471805599453,0.5,-0.5,-0.3758502006530761,-0.5,pay
1,1,0.0,0.5,0.5,-0.2607319355010986,-0.5,bring
1,1,0.0,0.5,0.5,-1.0241317749023438,-0.5,read
1,1,0.0,0.5,0.5,-0.7609527111053467,-0.5,give
1,1,0.0,0.5,-0.5,-0.0349888801574707,-0.5,get
1,2,-0.6931471805599453,0.5,-0.5,0.1079697608947753,-0.5,give
1,1,0.0,0.5,0.5,-0.2200536727905273,-0.5,yield
1,1,0.0,0.5,0.5,-1.131108045578003,-0.5,bring
1,1,0.0,0.5,0.5,-0.9054205417633056,-0.5,read
1,1,0.0,0.5,0.5,-0.2014651298522949,-0.5,give
1,1,0.0,0.5,0.5,-0.4425086975097656,-0.5,give
1,1,0.0,0.5,0.5,-1.4037084579467771,-0.5,keep
1,1,0.0,0.5,0.5,-0.1407070159912109,-0.5,send
1,2,-0.6931471805599453,0.5,-0.5,-0.2661585807800293,-0.5,read
1,2,-0.6931471805599453,0.5,-0.5,-0.7227067947387695,-0.5,yield
1,3,-1.0986122886681098,0.5,-0.5,-0.0599932670593261,-0.5,get
1,1,0.0,0.5,0.5,-1.4443964958190918,-0.5,give
1,1,0.0,0.5,0.5,-0.0859029293060302,-0.5,bring
1,1,0.0,0.5,0.5,-1.152782678604126,-0.5,give
1,1,0.0,0.5,0.5,-1.5188722610473633,-0.5,hand
1,1,0.0,0.5,0.5,-0.717057466506958,-0.5,save
1,1,0.0,0.5,-0.5,-0.859137773513794,-0.5,pay
1,1,0.0,0.5,-0.5,-0.1807146072387695,-0.5,bring
1,1,0.0,0.5,0.5,-0.4763379096984863,-0.5,send
1,2,-0.6931471805599453,0.5,-0.5,-1.0597400665283203,-0.5,take
1,1,0.0,0.5,0.5,-0.4409606456756592,-0.5,give
1,2,-0.6931471805599453,0.5,-0.5,-1.0546348094940186,-0.5,fix
1,1,0.0,0.5,0.5,-0.2478113174438476,-0.5,send
1,1,0.0,0.5,0.5,-0.7437257766723633,-0.5,get
1,1,0.0,0.5,0.5,-1.0068659782409668,-0.5,find
1,1,0.0,0.5,0.5,-1.4368627071380615,-0.5,give
1,1,0.0,0.5,0.5,-0.2109410762786865,-0.5,hand
1,1,0.0,0.5,-0.5,-0.696197509765625,-0.5,write
1,1,0.0,0.5,0.5,-0.4161462783813476,-0.5,lend
1,4,-1.3862943611198906,0.5,-0.5,-0.4992480278015136,-0.5,paint
1,1,0.0,0.5,0.5,-0.9201450347900392,-0.5,feed
1,1,0.0,0.5,0.5,-0.4111440181732178,-0.5,get
1,1,0.0,0.5,0.5,-0.8707022666931152,-0.5,sell
1,1,0.0,0.5,0.5,-0.2009096145629882,-0.5,give
1,1,0.0,0.5,0.5,-0.3047099113464355,-0.5,buy
1,1,0.0,0.5,0.5,-0.5672605037689209,-0.5,bring
1,1,0.0,0.5,0.5,-1.098109006881714,-0.5,make
1,1,0.0,0.5,0.5,-0.5113143920898438,-0.5,sell
1,1,0.0,0.5,0.5,-0.2745842933654785,-0.5,arrange
1,2,-0.6931471805599453,0.5,-0.5,-0.3122646808624267,-0.5,bring
1,1,0.0,0.5,0.5,-0.5787794589996338,-0.5,teach
1,1,0.0,0.5,0.5,-0.7620935440063477,-0.5,give
1,1,0.0,0.5,0.5,-1.5327439308166504,-0.5,fix
1,1,0.0,0.5,-0.5,-2.63446307182312,-0.5,make
1,1,0.0,0.5,0.5,-1.3440607786178589,-0.5,leave
1,1,0.0,0.5,0.5,-0.7924454212188721,-0.5,leave
1,1,0.0,0.5,0.5,-0.4366765022277832,-0.5,send
1,1,0.0,0.5,0.5,-1.236311674118042,-0.5,give
1,1,0.0,0.5,0.5,-0.236382246017456,-0.5,read
1,1,0.0,0.5,0.5,-0.5124943256378174,-0.5,offer
1,1,0.0,0.5,0.5,-0.7858495712280273,-0.5,give
1,1,0.0,0.5,0.5,-0.3659658432006836,-0.5,give
1,2,-0.6931471805599453,0.5,-0.5,-0.5981924533843994,-0.5,write
1,1,0.0,0.5,0.5,-1.3086576461791992,-0.5,give
1,4,-1.3862943611198906,0.5,-0.5,-1.057011604309082,-0.5,design
1,1,0.0,0.5,0.5,-0.459672212600708,-0.5,give
1,1,0.0,0.5,0.5,-1.0466158390045166,-0.5,arrange
1,2,-0.6931471805599453,0.5,-0.5,-0.8909549713134766,-0.5,pay
1,2,-0.6931471805599453,0.5,-0.5,-0.3260955810546875,-0.5,give
1,3,-1.0986122886681098,0.5,-0.5,-0.5848813056945801,-0.5,find
1,1,0.0,0.5,0.5,-0.8534724712371826,-0.5,give
1,3,-1.0986122886681098,0.5,0.5,-0.7931017875671387,-0.5,make
1,2,-0.6931471805599453,0.5,-0.5,-0.1538629531860351,-0.5,read
1,1,0.0,0.5,0.5,-0.8737587928771973,-0.5,give
1,1,0.0,0.5,0.5,-1.039252519607544,-0.5,sing
1,1,0.0,0.5,0.5,-0.3498921394348144,-0.5,get
1,3,-1.0986122886681098,0.5,-0.5,-0.1709704399108886,-0.5,prepare
1,1,0.0,0.5,0.5,-0.3313252925872803,-0.5,get
1,2,-0.6931471805599453,0.5,-0.5,-0.5197596549987793,-0.5,order
1,1,0.0,0.5,0.5,-0.513075590133667,-0.5,bring
1,1,0.0,0.5,0.5,-0.589496374130249,-0.5,give
1,1,0.0,0.5,0.5,-0.307828426361084,-0.5,bring
1,1,0.0,0.5,0.5,-0.2968428134918213,-0.5,give
1,1,0.0,0.5,0.5,-0.8068485260009766,-0.5,give
1,1,0.0,0.5,0.5,-0.2325019836425781,-0.5,buy
1,1,0.0,0.5,0.5,-0.3564727306365967,-0.5,give
1,2,-0.6931471805599453,0.5,-0.5,-1.0884225368499756,-0.5,take
1,4,-1.3862943611198906,0.5,-0.5,-0.1038210391998291,-0.5,owe
1,2,-0.6931471805599453,0.5,-0.5,-0.074000597000122,-0.5,get
1,1,0.0,0.5,0.5,-0.216193675994873,-0.5,give
1,1,0.0,0.5,0.5,-0.4532647132873535,-0.5,get
1,2,-0.6931471805599453,0.5,-0.5,-0.0504117012023925,-0.5,buy
1,2,-0.6931471805599453,0.5,-0.5,-0.3085136413574219,-0.5,cook
1,2,-0.6931471805599453,0.5,-0.5,-0.4729399681091308,-0.5,order
1,1,0.0,0.5,0.5,-1.228318691253662,-0.5,find
1,1,0.0,0.5,0.5,-1.2695629596710205,-0.5,give
1,1,0.0,0.5,0.5,-1.2367913722991943,-0.5,owe
1,1,0.0,0.5,0.5,-0.3608977794647217,-0.5,keep
1,1,0.0,0.5,0.5,-1.649944543838501,-0.5,sing
1,3,-1.0986122886681098,0.5,-0.5,-0.3273544311523437,-0.5,buy
1,1,0.0,0.5,0.5,-0.1959390640258789,-0.5,show
1,1,0.0,0.5,0.5,-0.5920603275299072,-0.5,get
1,1,0.0,0.5,0.5,-0.5847535133361816,-0.5,sell
1,1,0.0,0.5,0.5,-0.5710055828094482,-0.5,give
1,1,0.0,0.5,0.5,-1.1843252182006836,-0.5,give
1,1,0.0,0.5,0.5,-1.262294054031372,-0.5,give
1,1,0.0,0.5,0.5,-1.4470584392547607,-0.5,save
1,1,0.0,0.5,0.5,-1.270026445388794,-0.5,give
1,1,0.0,0.5,0.5,-0.1451654434204101,-0.5,give
1,2,-0.6931471805599453,0.5,-0.5,-0.3437705039978027,-0.5,write
1,1,0.0,0.5,0.5,-0.2984323501586914,-0.5,give
1,1,0.0,0.5,0.5,-0.923170804977417,-0.5,leave
1,1,0.0,0.5,0.5,-1.842166423797608,-0.5,take
1,2,-0.6931471805599453,0.5,-0.5,-0.2482590675354004,-0.5,sell
1,1,0.0,0.5,0.5,-0.6430668830871582,-0.5,show
1,1,0.0,0.5,0.5,-1.1617329120635986,-0.5,read
1,1,0.0,0.5,0.5,-0.4666574001312256,-0.5,buy
1,1,0.0,0.5,0.5,-0.7146792411804199,-0.5,give
1,1,0.0,0.5,0.5,-2.944633960723877,-0.5,leave
1,1,0.0,0.5,0.5,-0.4633231163024902,-0.5,give
1,5,-1.6094379124341003,0.5,-0.5,-0.0175173282623291,-0.5,rent
1,1,0.0,0.5,0.5,-0.5801132917404175,-0.5,give
1,1,0.0,0.5,-0.5,-0.085479736328125,-0.5,build
1,1,0.0,0.5,0.5,-0.3416059017181396,-0.5,leave
1,1,0.0,0.5,0.5,-0.7658960819244385,-0.5,give
1,2,-0.6931471805599453,0.5,-0.5,-0.7163383960723877,-0.5,set
1,1,0.0,0.5,0.5,-1.435405135154724,-0.5,take
1,1,0.0,0.5,0.5,0.2298288345336914,-0.5,promise
1,1,0.0,0.5,0.5,-1.2163312435150146,-0.5,leave
1,2,-0.6931471805599453,0.5,-0.5,-0.0021746158599853,-0.5,give
1,1,0.0,0.5,0.5,-0.7471108436584473,-0.5,give
1,1,0.0,0.5,-0.5,-0.1853222846984863,-0.5,leave
1,1,0.0,0.5,-0.5,-0.3388223648071289,-0.5,draw
1,1,0.0,0.5,0.5,-1.3498568534851074,-0.5,sell
1,2,-0.6931471805599453,0.5,-0.5,-0.22212815284729,-0.5,take
5,1,1.6094379124341003,-0.5,0.5,-0.7832841873168945,-0.5,drag
2,2,0.0,-0.5,-0.5,-0.0778865814208984,-0.5,give
2,2,0.0,-0.5,-0.5,-0.1827163696289062,-0.5,take
2,5,-0.916290731874155,-0.5,-0.5,-0.7310781478881836,-0.5,bring
2,1,0.6931471805599453,-0.5,0.5,-0.4737467765808105,-0.5,tell
2,1,0.6931471805599453,-0.5,0.5,-0.2966570854187011,-0.5,drag
14,1,2.6390573296152584,-0.5,-0.5,-0.9259328842163086,-0.5,grant
2,1,0.6931471805599453,-0.5,0.5,-2.1535120010375977,-0.5,drag
1,1,0.0,-0.5,-0.5,-0.1949343681335449,-0.5,send
2,1,0.6931471805599453,-0.5,0.5,-1.6475870609283447,-0.5,take
1,1,0.0,-0.5,-0.5,-1.790830135345459,-0.5,give
2,2,0.0,-0.5,-0.5,-0.6853485107421875,-0.5,pay
1,1,0.0,-0.5,0.5,-1.2935497760772705,-0.5,give
4,4,0.0,-0.5,-0.5,-0.6747732162475586,-0.5,sell
2,1,0.6931471805599453,-0.5,-0.5,-0.3520517349243164,-0.5,sell
2,1,0.6931471805599453,-0.5,0.5,-1.921611785888672,-0.5,take
4,1,1.3862943611198906,-0.5,-0.5,-0.1068692207336425,-0.5,show
2,1,0.6931471805599453,-0.5,0.5,-0.6299998760223389,-0.5,sell
3,5,-0.5108256237659907,-0.5,-0.5,-0.7745304107666016,-0.5,sell
3,1,1.0986122886681098,-0.5,0.5,-1.8938512802124023,-0.5,drive
1,1,0.0,-0.5,0.5,-1.8879477977752688,-0.5,take
1,1,0.0,-0.5,0.5,-1.002249240875244,-0.5,show
9,1,2.1972245773362196,-0.5,-0.5,-0.5431308746337891,-0.5,assign
2,1,0.6931471805599453,-0.5,0.5,-1.313701629638672,-0.5,take
2,1,0.6931471805599453,-0.5,-0.5,-0.9151506423950196,-0.5,serve
2,2,0.0,-0.5,-0.5,-0.8532328605651855,-0.5,make
2,1,0.6931471805599453,-0.5,-0.5,-0.2466630935668945,-0.5,give
2,1,0.6931471805599453,-0.5,0.5,-2.3709425926208496,-0.5,fly
3,4,-0.2876820724517809,-0.5,0.5,-0.1426014900207519,-0.5,give
2,1,0.6931471805599453,-0.5,-0.5,-0.4688301086425781,-0.5,offer
6,1,1.791759469228055,-0.5,-0.5,-0.417731761932373,-0.5,bring
7,2,1.252762968495368,-0.5,-0.5,-1.4504868984222412,-0.5,pay
3,2,0.4054651081081644,-0.5,-0.5,-0.759068489074707,-0.5,give
2,1,0.6931471805599453,-0.5,0.5,-1.4629075527191162,-0.5,send
7,4,0.5596157879354227,-0.5,-0.5,-0.3121404647827148,-0.5,give
1,1,0.0,-0.5,0.5,-0.1991970539093017,-0.5,tell
2,1,0.6931471805599453,-0.5,0.5,-0.4280354976654053,-0.5,assign
15,2,2.0149030205422647,-0.5,-0.5,-0.3853106498718261,-0.5,send
2,4,-0.6931471805599453,-0.5,-0.5,-0.0468945503234863,-0.5,give
3,1,1.0986122886681098,-0.5,0.5,-0.5156540870666504,-0.5,give
3,4,-0.2876820724517809,-0.5,-0.5,-1.1232562065124512,-0.5,take
2,2,0.0,-0.5,-0.5,-0.5360522270202637,-0.5,serve
4,3,0.28768207245178085,-0.5,-0.5,-0.5958924293518066,-0.5,take
1,1,0.0,-0.5,-0.5,-0.1733613014221191,-0.5,give
3,2,0.4054651081081644,-0.5,-0.5,-0.2310543060302734,-0.5,give
1,1,0.0,-0.5,0.5,-2.441012620925904,-0.5,drive
1,2,-0.6931471805599453,-0.5,-0.5,-1.2426960468292236,-0.5,take
1,2,-0.6931471805599453,-0.5,-0.5,-0.4132692813873291,-0.5,pay
2,2,0.0,-0.5,-0.5,-0.1932830810546875,-0.5,build
3,2,0.4054651081081644,-0.5,-0.5,-0.3392782211303711,-0.5,pay
2,2,0.0,-0.5,-0.5,-1.453927516937256,-0.5,write
11,1,2.3978952727983707,-0.5,-0.5,-1.139308214187622,-0.5,give
1,1,0.0,-0.5,0.5,-1.7919249534606934,-0.5,leave
2,1,0.6931471805599453,-0.5,0.5,-1.0992333889007568,-0.5,give
2,6,-1.0986122886681098,-0.5,-0.5,-0.2909755706787109,-0.5,give
2,3,-0.40546510810816444,-0.5,-0.5,-0.409487247467041,-0.5,pay
4,1,1.3862943611198906,-0.5,-0.5,-0.5485501289367676,-0.5,bring
12,2,1.791759469228055,-0.5,-0.5,-1.2140729427337646,-0.5,sell
2,1,0.6931471805599453,-0.5,-0.5,-1.5625481605529783,-0.5,bring
4,5,-0.2231435513142097,-0.5,-0.5,-0.0299134254455566,-0.5,give
2,3,-0.40546510810816444,-0.5,-0.5,0.047041893005371,-0.5,make
1,1,0.0,-0.5,-0.5,-0.1852221488952636,-0.5,show
2,2,0.0,-0.5,-0.5,-0.424041748046875,-0.5,send
5,3,0.5108256237659907,-0.5,-0.5,-0.8679752349853516,-0.5,give
3,1,1.0986122886681098,-0.5,-0.5,-0.9408338069915771,-0.5,bring
15,1,2.70805020110221,-0.5,0.5,-0.5943582057952881,-0.5,carry
2,1,0.6931471805599453,-0.5,0.5,-1.3692808151245115,-0.5,take
1,1,0.0,-0.5,0.5,-2.390544176101685,-0.5,show
1,1,0.0,-0.5,-0.5,-0.447610855102539,-0.5,show
2,2,0.0,-0.5,-0.5,-1.3702139854431152,-0.5,take
3,2,0.4054651081081644,-0.5,-0.5,-0.7318038940429688,-0.5,take
3,1,1.0986122886681098,-0.5,0.5,-0.3780620098114013,-0.5,send
3,2,0.4054651081081644,-0.5,-0.5,-1.5922870635986328,-0.5,pass
2,3,-0.40546510810816444,-0.5,-0.5,-0.1935377120971679,-0.5,send
1,1,0.0,-0.5,-0.5,-0.7346124649047852,-0.5,bring
11,5,0.7884573603642703,-0.5,-0.5,-0.8542015552520752,-0.5,give
2,3,-0.40546510810816444,-0.5,0.5,-1.5665206909179688,-0.5,bring
2,1,0.6931471805599453,-0.5,-0.5,-1.9812664985656736,-0.5,bring
2,2,0.0,-0.5,-0.5,-0.2227144241333007,-0.5,give
6,6,0.0,-0.5,-0.5,-0.0316848754882812,-0.5,give
6,1,1.791759469228055,-0.5,-0.5,-0.5735025405883789,-0.5,pay
2,3,-0.40546510810816444,-0.5,-0.5,-0.5648021697998047,-0.5,build
1,1,0.0,-0.5,0.5,-0.779660701751709,-0.5,take
4,2,0.6931471805599453,-0.5,-0.5,-0.2375116348266601,-0.5,give
2,4,-0.6931471805599453,-0.5,-0.5,-0.320167064666748,-0.5,award
2,1,0.6931471805599453,-0.5,0.5,-2.0268807411193848,-0.5,take
2,2,0.0,-0.5,-0.5,-0.5286600589752197,-0.5,hand
5,1,1.6094379124341003,-0.5,0.5,-0.6912508010864258,-0.5,send
2,2,0.0,-0.5,-0.5,-0.2915611267089844,-0.5,smuggle
28,1,3.332204510175204,-0.5,-0.5,-0.144200325012207,-0.5,make
6,2,1.0986122886681098,-0.5,-0.5,-1.0394253730773926,-0.5,give
4,2,0.6931471805599453,-0.5,-0.5,-0.1516275405883789,-0.5,send
2,1,0.6931471805599453,-0.5,0.5,-0.6355018615722656,-0.5,forward
2,2,0.0,-0.5,-0.5,-0.5820975303649902,-0.5,give
2,3,-0.40546510810816444,-0.5,-0.5,-0.3661584854125976,-0.5,carry
1,1,0.0,-0.5,-0.5,-0.2957806587219238,-0.5,grant
1,1,0.0,-0.5,0.5,-0.1720123291015625,-0.5,take
3,1,1.0986122886681098,-0.5,-0.5,-0.4591546058654785,-0.5,assign
2,1,0.6931471805599453,-0.5,0.5,-1.785736322402954,-0.5,give
5,3,0.5108256237659907,-0.5,-0.5,-0.243574857711792,-0.5,give
1,3,-1.0986122886681098,-0.5,-0.5,-1.5579514503479004,-0.5,take
4,2,0.6931471805599453,-0.5,-0.5,-0.8245739936828613,-0.5,give
1,1,0.0,-0.5,-0.5,-0.270993709564209,-0.5,give
1,3,-1.0986122886681098,-0.5,-0.5,-0.7619924545288086,-0.5,bequeath
3,5,-0.5108256237659907,-0.5,-0.5,-0.4764275550842285,-0.5,write
1,1,0.0,-0.5,0.5,-2.730131149291992,-0.5,take
1,1,0.0,-0.5,0.5,-1.3372220993041992,-0.5,bring
9,4,0.8109302162163288,-0.5,-0.5,-0.9634931087493896,-0.5,sell
5,2,0.9162907318741551,-0.5,-0.5,-0.5315871238708496,-0.5,carry
2,1,0.6931471805599453,-0.5,0.5,-1.7943100929260254,-0.5,bring
3,3,0.0,-0.5,-0.5,-1.3543004989624023,-0.5,give
1,1,0.0,-0.5,0.5,-4.540312767028809,-0.5,send
3,1,1.0986122886681098,-0.5,0.5,-1.2274155616760254,-0.5,take
12,2,1.791759469228055,-0.5,-0.5,-0.5276894569396973,-0.5,leave
1,8,-2.0794415416798357,-0.5,-0.5,-0.8426928520202637,-0.5,bring
1,3,-1.0986122886681098,-0.5,-0.5,-0.836700439453125,-0.5,bring
1,1,0.0,-0.5,0.5,-0.5000081062316895,-0.5,send
2,1,0.6931471805599453,-0.5,0.5,-2.740642786026001,-0.5,send
7,2,1.252762968495368,-0.5,-0.5,-0.482792854309082,-0.5,pour
